chr	start	end	enhancer	ATAC_ESC	ATAC_EpiLC	ATAC_EpiSC	H3K4me1_ESC	H3K4me1_EpiLC	H3K4me1_EpiSC	H3K4me2_ESC	H3K4me2_EpiLC	H3K4me2_EpiSC	H3K4me3_ESC	H3K4me3_EpiLC	H3K4me3_EpiSC	H3K9me2_ESC	H3K9me2_EpiLC	H3K9me2_EpiSC	H3K9me3_ESC	H3K9me3_EpiLC	H3K9me3_EpiSC	H3K27me2_ESC	H3K27me2_EpiLC	H3K27me2_EpiSC	H3K27me3_ESC	H3K27me3_EpiLC	H3K27me3_EpiSC	mCpG_ESC	mCpG_EpiLC	mCpG_EpiSC	H3K27ac_ESC	H3K27ac_EpiLC	H3K27ac_EpiSC
chr14	59362410	59368470	PGCLC_TSS	6.9165	2.536	1.61295	7.408	1.16155	0.7262	6.397	0.9114	0.44105	3.776	0.4266	0.3657	0.64115	1.323	1.141	0.24155	0.6341	0.4012	0.8277	1.2955	0.70495	0.1116	0.59775	0.69245	10.59	81.76	91.57	6.1625	0.66825	0.62705
chr14	63506092	63512092	PGCLC_TSS	24.337	10.176	2.67345	4.7735	9.195	1.3828	22.975	21.7805	0.88565	56.635	17.4945	0.51375	0.3027	0.6475	0.97135	0.90885	0.8286	3.041	0.2069	2.528	1.4055	0.40715	3.6855	0.88025	3.523	54.975	93.525	70.79	7.5335	1.792
chr14	65830994	65836994	PGCLC_TSS	19.8115	14.2305	16.806	2.7055	2.6925	2.818	13.841	15.1005	16.448	41.3645	42.972	44.129	0.22865	0.3969	0.6105	0.7212	1.12145	0.99245	0.26965	0.211135	0.35635	0.23875	0.9043	0.4818	1.3285	16.433	23.309	35.07	25.08	14.025
chr14	66121500	66127500	PGCLC_TSS	11.0675	7.6735	10.2855	5.675	5.3475	4.1545	14.7505	15.1145	14.886	30.4375	12.626	14.116	0.39838	0.4805	0.9371	0.24405	0.4742	0.8241	0.9749	1.7498	1.817	0.6459	5.749	4.302	1.0619	49.88	84.56	20.728	1.24325	2.963
chr14	70345431	70354425	PGCLC_TSS	3.639	5.1245	5.625	2.9805	7.8275	5.159	6.66245	17.227	22.655	8.3688	25.2165	28.0805	0.84595	0.7239	0.66865	0.61865	0.67655	0.69095	1.1445	2.5655	2.0415	13.455	1.8995	3.0115	22.444	52.05	58.42	2.212	6.0325	9.3335
chr14	73322822	73328822	PGCLC_TSS	18.144	17.4555	24.097	2.1385	1.5295	1.4283	22.6	22.975	26.55	41.86	59.89	65.88	0.2428	0.09153	0.26435	0.51805	0.27405	0.45935	1.5485	0.9096	1.1015	6.532	3.758	3.5835	0.101765	24.05	7.396	3.887	8.6645	6.932
chr14	99295690	99301690	PGCLC_TSS	30.31	20.544	29.17	3.5185	2.82	2.3575	22.09	30.505	30.125	68.25	61.09	72.335	0.0778	0.137315	0.387	0.43085	0.57625	0.703	0.8747	1.222	1.12995	0.7575	13.738	4.519	1.397075	25.64	21.57	34.565	8.2745	12.914
chr14	103647227	103653227	PGCLC_TSS	22.9475	24.3545	32.545	2.173	2.7605	3.49	18.7295	13.073	19.61	31.645	44.6195	56.985	0.69075	0.31825	0.4353	1.1542	1.29875	0.4766	1.4215	0.60965	0.9134	3.0745	1.06035	0.9943	4.35975	38.22	20.52	3.4965	17.24	12.437
chr14	105893819	105899819	PGCLC_TSS	29.4825	18.649	28.228	1.0616	0.8451	0.6443	18.505	16.78	10.2065	80.735	86.235	101.08	0.1556	0.068645	0.19445	0.21665	0.24535	0.66565	0.4828	0.381265	0.35395	0.815	1.23775	0.63715	0.07665	5.877	17.7195	61.855	54.58	51.08
chr15	8707409	8713764	PGCLC_TSS	8.173	13.227	15.2815	5.554	5.4475	3.8535	19.375	23.685	27.07	18.047	34.05	46.29	0.27815	0.33115	0.32215	0.24655	0.4218	0.6042	1.431	0.69415	1.239	4.4985	1.26375	1.6165	0.8196	11.995	15.7965	3.4525	16.45	14.8205
chr15	25619524	25625524	PGCLC_TSS	35.225	25.97	42.895	3.6425	2.50605	2.021	28.845	27.99	33.83	47.77	63.005	80.15	0.23525	0.135215	0.5217	0.2695	0.49905	0.42115	1.16455	1.14125	1.028	2.0002	4.3245	2.3725	0.02241	3.715	1.602	12.42	12.7285	16.8115
chr15	25749909	25755909	PGCLC_TSS	10.8145	7.728	11.255	10.5275	12.181	9.3075	20.01	15.4745	22.13	14.309	13.3735	22.895	0.3088	0.22465	0.41605	0.2441	0.36393	0.99135	0.297235	0.38705	0.44545	0.32735	0.3382	0.36095	1.657865	27.85	36.0755	48.455	34.89	29.935
chr15	39854467	39860470	PGCLC_TSS	13.6245	13.825	8.1485	6.02	8.976	4.7745	20.7525	23.755	7.158	14.9675	18.798	4.0055	0.3564	0.5088	1.2785	0.4089	0.48525	2.9235	1.4205	1.7175	2.1015	6.0405	8.682	1.8305	12.6934	57.01	91.15	3.6395	3.1365	4.099
chr15	55109316	55115423	PGCLC_TSS	20.437	17.563	25.9015	2.8065	2.1985	2.023	16.4405	18.45	23.7585	41.024	47.0835	53.345	0.2164	0.4514	0.9913	0.4109	0.59055	0.4481	0.822	0.41584	0.50025	0.4802	0.8101	0.498	2.84615	21.71	26.165	10.312	11.274	9.3965
chr15	55130435	55136435	PGCLC_TSS	3.7521	2.38655	5.961	5.4285	2.825	6.8645	2.862	1.36705	6.4865	1.2004	0.40485	1.1102	0.5705	0.8988	1.2005	0.1644	0.6231	0.68665	2.016	1.193	1.3715	0.6966	0.53875	0.7256	24.555	86.52	96.395	1.5145	1.33645	5.444
chr15	78402859	78410103	PGCLC_TSS	29.3455	22.191	34.205	3.7985	2.8945	3.6665	30.635	35.07	40.725	48.665	56.9	77.025	0.22155	0.3087	0.5284	0.1838	0.402	0.5407	0.7656	0.7835	0.94935	0.815	1.158	0.83975	0.28385	13.8055	12.954	34.015	29.015	31.735
chr15	79226172	79232701	PGCLC_TSS	10.045	10.105	10.259	3.374	4.6805	3.3885	17.977	22.04	22.5125	36.865	52.665	55.24	0.3036	0.2933	0.4129	0.13151	0.58115	0.5606	1.09535	0.6679	0.80765	0.83055	0.7756	0.79925	2.17775	22.6	23.95	14.085	29.25	15.825
chr15	79889402	79898022	PGCLC_TSS	9.0265	3.71455	5.491	5.83	9.5715	5.2565	25.885	16.655	9.6765	37.745	14.1865	8.763	0.2579	0.5891	1.1275	0.097145	0.2978	0.76525	0.301	0.75685	2.026	0.4166	0.49235	1.7065	0.4006	40.02	91.7	29.66	7.8555	4.606
chr15	79929540	79935652	PGCLC_TSS	28.3025	24	32.335	4.9285	3.341	3.266	31.745	31.59	35.9	50.58	65.315	77.59	0.24515	0.08735	0.46515	0.29435	0.488	0.62845	0.33545	0.3071	0.77325	0.36725	0.49705	2.691	0.072005	8.2645	4.3625	68.41	60.11	38.94
chr15	81660888	81666955	PGCLC_TSS	19.1145	16.8585	19.3265	5.0225	4.918	4.032	20.49	19.05	19.905	46.435	48.45	56.075	0.26685	0.3977	1.0098	0.21915	0.5955	2.243	0.2596	0.3973	0.78105	0.26041	0.8138	0.97905	0.15885	10.352	18.601	32.96	26.69	15.93
chr15	99817143	99823143	PGCLC_TSS	4.768	3.17205	3.53	7.522	5.618	4.9935	4.871	1.71515	1.656	3.0835	0.5746	0.94645	0.22395	0.34325	0.75115	0.21915	0.2961	0.5466	1.11155	0.7536	1.6665	0.3314	0.1628	1.1305	34.195	72.305	92.775	3.444	2.861	2.229
chr15	99872428	99878428	PGCLC_TSS	25.465	17.9865	25.28	4.2225	5.2405	5.7725	26.5	23.74	26.885	50.905	30.225	33.73	0.23335	0.1822	0.85955	0.2421	0.3557	1.1175	0.103435	1.0183	2.2545	0.33685	1.31495	3.196	0.168035	19.2835	31.915	42.11	10.729	6.7055
chr16	10167225	10173227	PGCLC_TSS	3.4505	2.1573	1.2274	0.8454	1.6244	0.26535	3.8905	2.532	0.147	5.989	1.4973	0.2612	0.69445	0.7218	0.79395	4.0285	2.164	0.8094	1.02375	1.0101	0.59525	0.5174	0.4593	0.8065	29.615	65.17	96.475	2.05395	1.6655	0.26635
chr16	10189711	10195925	PGCLC_TSS	15.347	11.2025	18.9795	2.4285	1.746	1.493	12.9165	12.394	15.792	19.595	22.515	26.9805	0.63715	0.50215	0.81345	0.90115	2.248	0.94925	1.10475	1.18635	1.30145	0.8028	1.2725	1.246	6.33725	30.79	21.8465	3.904	8.4315	6.649
chr16	13727443	13733983	PGCLC_TSS	8.933	14.439	5.0195	9.954	12.56	5.8775	17.32	22.38	5.521	9.682	12.745	2.2815	0.32245	0.92255	1.0902	0.2117	0.6628	0.7767	0.97185	0.7933	2.174	0.45115	0.6119	1.1641	8.097	19.554	84.045	9.9745	21.18	3.2405
chr16	13777698	13783698	PGCLC_TSS	26.715	11.224	12.5105	3.3795	3.2985	2.642	23.68	25.25	22.725	56.865	49.385	46.535	0.32535	0.4252	0.6286	2.4362	4.6106	4.606	0.2276	0.3135	1.0307	0.372	0.6331	1.2621	1.61795	20.56	29.615	59.49	31.705	14.63
chr16	13900160	13906160	PGCLC_TSS	24.165	18.317	24.935	2.3425	2.4065	1.61885	22.89	23.905	21.655	56.86	57.48	61.91	0.15323	0.2413	0.5343	0.40345	0.3474	0.4443	0.42015	0.3966	0.64895	0.3855	0.74715	0.8326	1.881345	14.96	14.6051	21.055	19.38	17.89
chr16	13937629	13943701	PGCLC_TSS	17.5025	15.7425	15.122	4.026	4.725	2.9435	20.3045	23.81	24.365	29.434	34.5315	29.585	0.43845	0.31205	1.0076	0.31875	0.45215	0.75665	1.53	1.919	1.531	1.4473	2.7135	5.6245	1.913	23.45	92.355	6.534	7.122	4.387
chr16	16501222	16507222	PGCLC_TSS	0.96265	1.03245	1.1151	0.76935	0.46925	0.92935	0.20987	0.27735	0.3675	0.254055	0.20025	0.2003	0.84	1.20475	1.1216	0.42835	0.5283	0.3059	1.426	0.83805	0.282	0.1488	0.3445	0.2431	26.18	39	46.23	0.65835	0.6717	1.11115
chr16	16557219	16563219	PGCLC_TSS	13.375	12.4265	13.904	5.7535	8.151	7.1595	7.792	10.0265	14.312	3.6385	4.172	7.969	0.33475	0.42435	0.36615	0.33075	1.291	0.925	0.8766	0.34545	0.35695	0.2232	0.34135	0.36465	2.8554	44.25	3.9305	5.554	12.71	10.5515
chr16	16596978	16602978	PGCLC_TSS	16.036	16.2695	17.4895	2.7185	3.2035	2.7845	19.095	20.375	24.785	26.52	38.32	42.24	0.2527	0.28165	0.8368	0.31725	0.38215	0.76745	1.03385	0.98725	1.103	3.034	1.729	4.3175	0.91075	23.4	35.735	4.187	11.175	5.506
chr16	21992542	21998542	PGCLC_TSS	11.7285	6.878	8.2065	10.923	10.543	7.625	16.445	11.896	11.635	15.605	3.782	3.9875	0.13535	0.49925	0.78745	0.21915	0.23985	0.4524	0.37305	0.92785	1.1602	0.2976	0.5073	0.6814	2.86675	23.34	45.06	21.115	8.375	7.148
chr16	22433514	22442719	PGCLC_TSS	13.41505	11.0485	11.395	6.6325	6.39	3.977	19.345	21.275	23.685	26.251	46.005	46.275	0.091443	0.13728	0.4675	0.3372	0.40805	0.35545	1.4405	0.38385	0.4094	0.20765	0.47185	0.9866	12.95795	13.826	39.124	7.2145	24.544	16.1475
chr16	35767385	35773385	PGCLC_TSS	19.512	14.217	17.2385	4.359	4.0025	2.0405	25.955	28.845	33.625	60.265	60.27	70.67	0.05185	0.2642	0.33195	0.2192	0.86585	0.3689	1.3355	0.9246	0.6608	0.9399	1.56125	0.7698	0.014795	7.508	4.9945	38.53	22.301	15.034
chr16	35935469	35942151	PGCLC_TSS	13.2815	12.178	12.966	6.0075	5.2545	2.207	22.455	28.13	30.975	26.37	42.73	58.66	0.1697	0.4264	0.70715	0.39845	0.29225	0.56545	1.3168	1.075	1.5515	4.278	4.5575	2.7735	0.846	11.025	14.6825	5.708	13.365	17.855
chr16	36690977	36697037	PGCLC_TSS	9.4185	13.0145	10.8975	3.8355	4.6575	3.0965	16.295	21.67	15.945	17.395	23.67	18.69	0.51855	0.4568	1.1082	2.37605	1.21645	0.64355	1.54	1.166	1.8295	6.8055	1.586	3.1415	14.805	29.81	94.81	2.8595	11.9805	4.293
chr16	38430145	38436145	PGCLC_TSS	7.3725	2.5865	2.1504	12.205	2.2185	1.7385	9.3975	1.43295	1.2651	6.111	0.20895	0.42665	0.51155	1.20835	1.2435	0.27395	0.44665	0.45505	1.0438	1.9225	1.8315	0.8456	2.304	1.201	7.261	87.18	92.825	15.944	0.8745	1.4845
chr16	45721608	45727608	PGCLC_TSS	15.1825	13.715	12.175	6.45	6.71	4.016	19.2	22.78	20.06	15.9105	20.385	22.44	0.07778	0.3029	0.73085	0.3761	0.23605	0.8251	1.2395	0.9101	1.39805	1.4042	3.19295	4.243	1.4495	21.405	21.3815	5.9875	7.4895	6.0975
chr16	48280734	48286734	PGCLC_TSS	8.356	8.6015	1.69925	7.225	6.3025	1.88885	16.398	16.4975	1.6565	18.438	20.827	0.26125	0.3965	0.21885	0.73345	0.30135	0.4797	1.802	0.37935	0.2431	0.9222	0.4396	0.4719	0.56355	3.0938	17.45	95.915	11.672	26.01	1.74
chr16	48307476	48313476	PGCLC_TSS	11.929	7.723	0.94595	7.498	4.4095	1.0767	17.85	13.834	1.464	19.0365	14.406	0.357	0.11975	0.40895	0.5842	0.30685	1.879	2.62	0.147985	0.14075	0.8346	0.2543	0.2352	0.295415	0.0893	22.855	92.065	28.28	21.995	3.0245
chr16	48428236	48434236	PGCLC_TSS	7.298	3.5515	1.121	5.2375	2.813	1.849	11.815	2.126	0.89895	12.667	0.827	0.56595	0.47335	1.41185	1.325	1.00395	1.9105	1.9975	0.8739	1.1802	1.3405	0.257	0.59065	0.4825	18.253	67.59	97.475	11.411	3.427	2.0145
chr16	84771122	84777385	PGCLC_TSS	23.665	16.685	15.174	3.36345	4.678	3.342	26.065	41.91	37.2	73.92	39.92	36.685	0.18765	0.22675	0.9423	0.2391	0.59555	0.94115	0.275885	0.74335	1.363	0.2942	24.7	22.325	0.01381	31.95	7.5595	77.505	1.1928	1.7255
chr17	8162500	8168539	PGCLC_TSS	25.72	19.4335	27.395	3.2035	3.6385	3.023	18.575	20.13	24.56	49.595	58.985	68.99	0.3107	0.216765	0.462	0.3287	0.32535	0.4788	0.70495	0.8577	0.5923	0.84525	1.1536	0.85745	0.04076	8.2235	10.615	26.13	32.28	24.56
chr17	8431422	8437422	PGCLC_TSS	15.914	16.649	15.8885	6.6795	4.8865	3.0245	26.35	46.39	44.785	20.615	50.14	71.695	0.29325	0.19675	0.484	1.08605	0.881	0.7001	0.5173	0.87755	1.2305	18.175	31.28	34.785	1.050025	4.293	0.57415	2.8445	3.814	11.2555
chr17	24847489	24853666	PGCLC_TSS	31.7235	27.7585	37.157	2.2379	1.85055	1.4809	26.29	23.095	24.37	57.865	64.84	70.75	0.3088	0.18428	0.3681	0.4448	0.4726	0.3619	0.78235	0.83505	0.95085	4.593	5.31605	3.301	0.52923	8.875	6.6545	24.666	22.607	15.542
chr17	26110315	26116315	PGCLC_TSS	17.412	14.904	17.024	10.0185	10.494	6.9115	29.89	32.725	31.565	55.37	48.57	49.28	0.07543	0.21635	0.3909	0.3387	0.45215	0.82665	0.43265	0.66835	1.271	0.2232	2.0055	5.7385	0.07833	18.411	47.195	72.34	36.585	26.52
chr17	27652508	27658642	PGCLC_TSS	7.87	13.9555	13.2835	5.044	8.6945	6.5565	12.2415	31.635	29.53	10.396	36.915	28.47	0.38655	0.2725	0.59515	0.7297	0.568	1.10405	0.50165	1.3565	2.3595	25.435	16.465	24.145	7.529	23.6185	36.56	0.81965	5.9265	4.1425
chr17	27682196	27688196	PGCLC_TSS	8.4855	15.2805	18.148	4.7775	7.3035	6.0715	15.44	33.595	35.62	12.7345	33.31	36.06	0.17915	0.7006	1.00985	0.81385	0.55195	0.6096	0.3411	1.8195	2.713	21.16	10.802	8.143	7.643	41.2	24.8825	0.70445	2.331	3.938
chr17	28766306	28772306	PGCLC_TSS	9.894	14.915	16.4405	5.486	6.709	4.205	20.88	32.285	31.915	20.345	40.17	32.18	0.4125	0.26005	0.8973	0.914	0.81885	0.82415	0.6032	1.617	1.489	17.57	7.4345	25.335	2.1465	25.105	86.58	1.4564	5.5875	3.9875
chr17	30623905	30629905	PGCLC_TSS	61.775	19.2225	2.89195	6.982	16.78	3.228	48.365	28.87	2.202	100.175	17.89	0.94925	0.38895	1.431	1.9425	1.3125	4.425	8.9555	0.36365	3.218	1.8615	0.5208	4.1135	1.1565	0	43.235	90.31	118.75	18.105	5.108
chr17	31054697	31060697	PGCLC_TSS	25.702	24.7645	18.0305	9.2375	6.4265	4.851	25.05	34.805	36.77	22.4815	39.07	34.86	0.2112	0.3008	1.11745	0.518	0.45935	0.71945	1.3815	0.84835	1.4675	5.546	1.977	10.4515	0.245	25.635	22.7105	10.363	16.28	7.609
chr17	32031508	32037508	PGCLC_TSS	7.115	5.949	2.10395	8.592	5.1275	2.5795	17.58	8.726	2.30815	25.2135	7.6895	1.00325	0.3607	1.3079	1.0507	0.3736	1.1285	0.52775	1.898	2.0585	2.0015	0.84555	1.6805	0.5466	6.8055	56.78	95.945	13.589	5.7455	3.12
chr17	35876818	35882818	PGCLC_TSS	17.544	12.3745	17.521	4.601	3.7605	2.75	17.9875	16.7785	18.162	41.505	44.875	48.025	0.1452	0.16725	0.3838	0.137	0.4229	0.34035	1.4972	0.9936	0.39055	0.77785	0.7635	0.7586	2.70725	17.04	18.33	6.3295	7.773	7.496
chr17	35894111	35900431	PGCLC_TSS	21.158	22.6215	23.51	5.4575	6.0965	4.251	29.595	29.325	32.48	45.39	50.805	54.835	0.160765	0.1369	0.3127	0.4687	0.57345	0.37485	0.41385	0.35185	0.4189	0.26985	0.5584	0.6409	0.09825	10.7115	13.155	38.515	42.23	28.87
chr17	45589262	45602603	PGCLC_TSS	22.02	16.54	21.7155	9.7265	12.2795	8.7935	32.76	36.615	40.26	49.005	41.675	53.965	0.198	0.3162	0.5343	0.2799	0.4522	0.71625	0.34485	2.184	1.9615	0.22115	11.13	2.641	0.26425	29.525	23.255	46.05	7.4775	16.645
chr17	47397584	47403584	PGCLC_TSS	1.3059	1.8539	2.32405	0.37345	0.55005	0.7003	0.2504	0.37375	0.3675	0.25405	0.1567	0.8359	0.83445	1.8465	1.2392	0.85225	0.5376	0.99435	0.6866	1.5185	1.7875	3.4615	3.204	3.253	31.68	79.6	77.32	0.312055	0.65075	0.8468
chr17	53563970	53569970	PGCLC_TSS	22.24	16.256	19.9065	3.873	4.1116	2.24355	26.66	24.315	30.73	68.455	66.635	76.705	0.11315	0.153915	0.4282	0.3661	0.41355	0.3608	0.3637	0.28145	0.74625	0.4092	0.64885	0.92075	0.63655	11.25	3.953	77.005	43.88	31.41
chr17	57056104	57065298	PGCLC_TSS	23.4905	20.8485	28.14	8.0265	7.176	4.7805	24.7	26.12	26.785	29.41	41.28	44.595	0.164995	0.158515	0.5068	0.35365	0.31375	0.5337	1.663	1.09275	0.9303	3.1505	2.50585	4.077	0.4893	16.9455	24.295	7.9095	15.5205	12.4715
chr17	66436032	66442032	PGCLC_TSS	15.9775	17.303	16.426	13.212	14.712	11.448	18.375	17.005	16.925	7.2945	5.2585	4.74	0.2074	0.30495	0.66155	0.32625	0.56795	0.6543	0.58065	0.55335	0.84235	0.32805	0.34605	1.3996	0.975	39.615	49.489	29.515	26.9	15.115
chr17	66446750	66452750	PGCLC_TSS	22.442	21.703	27.45	5.4765	2.66665	1.416	41.3	35.27	41.765	74.03	98.22	104.74	0.25695	0.22465	0.43215	0.1021	0.5073	0.41465	2.4425	1.0715	0.91715	5.7695	4.605	9.9795	0.20275	3.413	8.552	11.9255	35.05	25.935
chr17	87972049	87978049	PGCLC_TSS	33.51	22.0795	30.155	1.3477	4.26	3.4895	20.53	22.495	22.265	78.49	68.47	71.67	0.2442	0.1731	0.47775	0.32625	0.6198	0.87805	0.27275	0.39085	0.48845	0.2942	0.6966	0.7434	0.0114095	12.612	15.245	86.75	49.2	31.25
chr18	34004206	34010206	PGCLC_TSS	35.095	25.911	31.99	3.481	2.57275	1.6691	25.665	24.345	23.755	56.925	60.21	58.695	0.18153	0.1789	0.31665	0.43535	0.38265	0.7604	1.0565	0.59495	0.6942	0.9755	1.87	4.1435	0.78299	20.53	22.8305	24.448	20.543	12.899
chr18	36763198	36769198	PGCLC_TSS	14.2275	14.09	6.848	7.945	8.0195	4.44	17.9135	22.6635	6.681	12.5	17.7	5.7935	0.28525	0.446	0.64425	0.29885	0.4797	0.6419	1.8905	1.089	0.4808	2.4117	1.1775	0.75135	6.247	36.515	89.84	3.758	6.589	6.364
chr18	37903416	37909416	PGCLC_TSS	1.3336	1.2142	0.9701	1.2078	0.84765	0.5177	0.93965	0.45825	0.3712	0.5905	0.50495	0.261205	0.34135	0.34115	0.55785	0.137	0.3612	0.17775	0.61765	0.3135	0.2826	0.2036	0.2076	0.202565	52.145	87.53	91.015	0.7137	0.4358	0.9598
chr18	37932381	37938476	PGCLC_TSS	17.755	17.052	24.925	2.093	2.2365	2.337	13.558	12.584	13.933	46.983	48.477	50.6525	0.12965	0.18305	0.4883	0.2615	0.47975	0.2343	0.13795	0.17595	0.28905	0.4058	0.68265	0.60405	0.37216	19.11	7.4072	29.63	24.237	15.4725
chr18	65577229	65585937	PGCLC_TSS	35.2	20.837	29.025	4.973	16.125	5.2275	29.59	23.255	39.54	42.24	19.93	44.36	0.22155	0.24755	0.25535	0.28295	0.51005	0.4443	0.1806	0.19065	0.38645	0.5918	0.3421	0.73515	0.10254	6.89	7.0635	83.09	72.2	50.115
chr18	82472145	82478161	PGCLC_TSS	12.6615	18.119	22.411	6.586	5.0295	3.3575	19.12	32.855	35.385	12.4095	38.385	45.225	0.29605	0.272935	0.55945	0.6251	0.52665	0.93185	0.95325	1.2125	1.634	15.23	14.73	14.375	2.1789	23.342	31.51	1.44395	3.7865	4.4615
chr18	82551462	82557507	PGCLC_TSS	7.2785	8.806	2.41395	5.8645	3.9555	1.5755	7.099	12.825	0.637	2.392	7.4215	0.38315	0.4861	1.02365	1.16195	0.79745	0.51505	0.4712	0.9154	1.805	1.5115	10.1675	4.2085	0.5672	5.2145	72.63	93.14	0.65445	1.462	0.6337
chr18	84932157	84938157	PGCLC_TSS	27.6925	9.6365	8.1645	2.4325	9.6315	8.614	25.46	9.02	9.0325	53.72	2.678	2.298	0.2654	0.9688	1.0076	0.93735	0.6038	1.2885	0.180585	2.3	1.963	0.2942	1.4965	1.7145	0.6293	43.99	73.585	78.195	5.613	5.437
chr19	4708207	4714207	PGCLC_TSS	7.5623	7.92195	9.98275	2.4168	3.639	2.292	9.14045	18.527	13.7285	8.1456	20.9735	13.9562	0.1971	0.20635	0.4302	0.37855	0.434	0.6102	0.33735	1.06195	0.87785	12.085	15.66	29.405	17.90845	52.71	42.1995	0.46745	1.3277	0.84575
chr19	6081982	6087982	PGCLC_TSS	25.59	19.7155	20.2605	3.3635	4.186	3.112	21.72	23.57	25.935	60.02	62.465	70.74	0.3451	0.25795	0.4176	0.1868	0.217795	0.252	0.103435	0.10556	0.18405	0.45655	0.5112	0.72115	0.3445	11.015	13.648	40.93	38.455	23.08
chr19	14594983	14601051	PGCLC_TSS	40.6785	26.218	35.6305	0.5303	0.5185	0.5737	16.01	14.87	17.445	45.58	68.09	61.405	0.11315	0.1352	0.3689	0.2167	0.45385	0.2935	0.2853	0.07037	0.29495	0.372	0.74165	1.0622	0.049695	2.6125	9.783	24.77	37.465	19.09
chr19	23138225	23144225	PGCLC_TSS	33.3825	22.872	28.643	1.595	1.131	0.66945	22.835	26.615	30.96	68.155	80.35	81.18	0.15555	0.20595	0.2082	0.1644	0.27295	0.20735	0.18495	0.35185	0.41595	0.108215	0.9043	2.89865	0.03623	16.8	8.3685	55.89	37.43	20.54
chr19	25502617	25508705	PGCLC_TSS	12.212	15.023	11.0865	5.019	6.366	4.389	21.9425	29.555	24.31	18.4985	34.985	15.942	0.231	0.2912	0.3241	0.35115	0.81665	0.76415	0.54865	1.0255	0.8672	12.1655	17.965	48.945	3.59095	18.81	15.3585	3.492	5.6215	1.631
chr19	30172418	30178418	PGCLC_TSS	15.687	14.995	17.9295	3.8135	3.172	2.2795	17.9585	13.594	17.0485	34.086	47.34	46.6885	0.2004	0.47511	0.86755	0.24655	0.30055	0.41625	0.89335	0.87645	1.315	2.389	1.733	1.85655	7.12115	21.16	22.1	10.3075	13.3095	8.9595
chr19	37327613	37333613	PGCLC_TSS	1.6897	1.8303	1.46735	1.03985	0.92125	0.7235	0.465	0.3414	0.7467	0.7508	0.377	0.566	0.3503	0.6469	0.6651	0.2117	0.39315	0.47175	1.10865	0.241835	0.256615	0.3348	0.116405	0.3241	37.865	84.47	99.58	0.6057	0.90245	1.156
chr19	46338120	46344120	PGCLC_TSS	2.933	3.8895	4.5265	4.7845	4.762	6.455	3.0585	2.6215	4.324	1.3495	0.9314	1.36685	0.5964	0.6178	0.6089	0.269	0.31155	0.552	2.342	2.102	1.705	1.42	2.4025	1.3035	21.365	72.835	65.24	1.784	1.7145	2.4915
chr19	46353879	46359879	PGCLC_TSS	11.067	11.5135	12.52	5.465	4.8775	3.6475	25.385	24.02	25.6945	30.57	27.977	34.518	0.14615	0.56375	0.7417	0.35515	0.5123	0.9548	1.5215	1.2675	1.1985	1.269	2.74415	1.70395	3.87855	23.415	45.86	12.7085	12.63	11.3275
chr19	47011697	47017697	PGCLC_TSS	16.4055	19.2965	20.0935	6.1375	2.9219	2.6495	33.575	37.77	44.705	39.31	79.535	61.97	0.12963	0.09153	0.4141	0.56885	0.7003	0.57945	0.62075	1.682	0.9471	23.345	7.2255	29.955	0.41499	20.92	1.38525	3.937	15.293	5.3735
chr2	19368635	19374635	PGCLC_TSS	14.6975	10.179	11.5065	4.29	5.38	3.09	17.465	15.73	15.855	32.51	25.32	27.19	0.24985	0.55955	0.6266	0.269	0.5845	0.5547	0.24765	1.00445	1.227	0.2435	0.6803	1.1235	1.267295	23.27	40.245	33.23	15.896	11.4455
chr2	25400070	25406170	PGCLC_TSS	15.655	16.1475	18.301	3.4835	3.285	2.199	23.33	28.38	29.465	24.95	40.79	46.755	0.3512	0.72805	1.1745	0.5404	0.4384	0.4685	2.0035	1.484	1.8552	8.226	7.615	3.44	0.7401	5.581	6.272	1.6	3.7885	4.3395
chr2	28463332	28469332	PGCLC_TSS	18	13.436	17.557	8.895	8.104	5.809	14.91	19.03	21.675	12.842	14.3435	15.839	0.1919	0.46385	0.85805	0.1579	0.4957	0.5671	1.3388	1.5075	1.235	1.1384	2.72055	1.7626	2.4103	23.535	44.43	12.28	11.89	10.016
chr2	29121991	29127991	PGCLC_TSS	30.2255	21.976	29.711	3.98	3.519	3.1025	17.545	14.48	19.065	44.34	41.6245	49.21	0.144725	0.14975	0.38145	0.54985	0.627	0.48415	0.269	0.1375	0.2537	0.29085	0.51515	0.442	1.127465	12.535	33.86	40.13	37.69	21.955
chr2	31467206	31473206	PGCLC_TSS	31.325	17.449	22.325	8.288	6.8155	7.438	27.875	34.64	36.275	41.455	40.39	38.655	0.17915	0.3553	0.2377	0.2441	0.80285	0.53315	1.35685	1.893	2.697	0.49915	9.036	7.2605	0.47967	28.065	21.61	28.435	5.656	6.3515
chr2	33459353	33471532	PGCLC_TSS	3.79245	3.6995	2.81815	11.7	5.015	6.382	12.136	2.825	3.408	6.713	0.6547	1.0867	0.3244	0.78215	0.6895	0.2441	0.3915	0.53315	0.34485	0.59175	0.48375	0.4092	0.1518	0.283615	17.524	71.445	92.81	6.2825	2.4325	2.2805
